# NodeID1	NodeID2	Image similarity weight
7	185	0.042065
7	186	0.072642
7	190	0.029055
7	195	0.087257
7	198	0.047898
7	199	0.033085
7	200	0.041706
7	201	0.072252
7	202	0.020334
7	205	0.041316
7	211	0.016044
7	214	0.043746
7	231	0.029932
7	240	0.034326
7	242	0.018233
7	250	0.038095
7	251	0.022067
7	254	0.035022
7	260	0.018672
7	261	0.027535
7	265	0.016553
7	267	0.022121
7	274	0.019420
7	293	0.047778
7	324	0.016198
7	336	0.030687
7	338	0.017502
7	340	0.020818
7	341	0.035041
7	361	0.055606
7	363	0.017374
7	368	0.027108
7	374	0.024025
7	386	0.017120
7	391	0.031070
7	394	0.018755
7	402	0.029841
7	404	0.019915
7	405	0.032289
7	406	0.057948
7	408	0.032090
7	409	0.037723
7	422	0.023175
7	432	0.020920
7	437	0.075094
7	442	0.015298
7	444	0.015316
7	484	0.022418
7	490	0.016082
7	491	0.023062
7	494	0.016291
7	499	0.015882
7	502	0.027311
7	509	0.026389
7	515	0.024501
7	517	0.016068
7	519	0.026893
7	521	0.017814
7	526	0.068744
7	528	0.041556
7	529	0.050771
7	538	0.023832
7	547	0.022209
7	553	0.015759
7	555	0.020947
7	557	0.023648
7	559	0.022053
7	562	0.019453
7	564	0.018305
7	571	0.034009
7	582	0.032871
7	584	0.033845
7	585	0.062374
7	587	0.018734
7	588	0.022869
7	601	0.015727
7	603	0.016256
7	605	0.016249
7	606	0.031748
7	610	0.035166
7	611	0.032451
7	616	0.020877
7	622	0.041447
7	624	0.083501
7	630	0.038741
7	632	0.033983
7	636	0.031434
7	637	0.032671
7	638	0.015102
7	639	0.022450
7	640	0.045861
7	646	0.026219
7	649	0.021093
7	651	0.018635
7	652	0.029869
7	657	0.034283
7	662	0.048369
7	663	0.077398
7	669	0.028484
7	670	0.045294
7	671	0.047016
7	672	0.017529
7	674	0.019692
7	689	0.038116
7	704	0.022009
7	705	0.063560
7	713	0.016682
7	717	0.015749
7	720	0.056959
7	728	0.027941
7	746	0.022851
7	749	0.050431
7	751	0.021852
7	753	0.042640
7	754	0.047184
7	755	0.026311
7	756	0.071998
7	757	0.025771
7	761	0.034648
7	770	0.016694
7	779	0.029173
7	781	0.015246
7	783	0.023708
7	789	0.022813
7	793	0.019923
7	799	0.019608
7	801	0.015788
7	807	0.016048
7	810	0.034374
7	812	0.022180
7	815	0.046804
7	817	0.030862
8	9	0.182910
8	11	0.457609
8	13	0.063934
8	14	0.176582
8	15	0.150554
8	17	0.015727
8	18	0.015796
8	20	0.029029
8	22	0.316501
8	23	0.741906
8	25	0.030751
8	26	0.089883
8	29	0.346369
8	31	0.064075
8	32	0.155032
8	33	0.017756
8	36	0.128339
8	38	0.410383
8	39	0.177646
8	40	0.093759
8	42	0.028074
8	44	0.079261
8	45	0.171573
8	47	0.491624
8	48	0.144782
8	49	0.017816
8	50	0.379763
8	52	0.071414
8	53	0.053522
8	55	0.100104
8	56	0.743114
8	57	0.113795
8	58	0.754302
8	59	0.101834
8	61	0.473069
8	62	0.204977
8	64	0.027478
8	65	0.400639
8	66	0.051085
8	68	0.823723
8	69	0.098280
8	70	0.318131
8	71	0.121122
8	72	0.074726
8	74	0.034237
8	76	0.029809
8	78	0.026196
8	80	0.114184
8	169	0.021391
8	172	0.025247
8	234	0.057884
8	235	0.016983
8	258	0.018377
8	289	0.015247
8	298	0.020161
8	303	0.016307
8	314	0.024542
8	316	0.018401
8	324	0.016786
8	343	0.019120
8	346	0.031822
8	349	0.048603
8	358	0.026744
8	361	0.020582
8	365	0.018735
8	367	0.030969
8	368	0.016205
8	372	0.019819
8	374	0.024612
8	395	0.022323
8	400	0.069626
8	407	0.026751
8	512	0.023648
8	534	0.023795
8	535	0.024984
8	566	0.017076
8	571	0.024447
8	592	0.015676
8	601	0.033108
8	611	0.030242
8	638	0.021197
8	742	0.017769
8	781	0.019860
8	797	0.020087
8	804	0.015851
8	806	0.027401
8	818	0.019442
8	820	0.024140
8	822	0.029094
8	823	0.021573
8	827	0.016207
8	828	0.017959
8	829	0.017271
9	10	0.061209
9	11	0.191033
9	12	0.020347
9	13	0.687015
9	14	0.157506
9	15	0.125184
9	16	0.041616
9	18	0.284771
9	19	0.067593
9	20	0.081008
9	21	0.025324
9	22	0.355523
9	23	0.094566
9	25	0.113891
9	26	0.214232
9	27	0.015728
9	28	0.036864
9	29	0.072777
9	31	0.062811
9	32	0.501659
9	33	0.073872
9	35	0.130739
9	36	0.037539
9	37	0.025310
9	38	0.325086
9	39	0.217993
9	40	0.138062
9	41	0.017044
9	42	0.069963
9	43	0.032208
9	44	0.123104
9	45	0.413575
9	46	0.016266
9	47	0.217030
9	48	0.526681
9	49	0.046635
9	50	0.177848
9	51	0.033103
9	52	0.172946
9	53	0.060161
9	55	0.196047
9	56	0.221331
9	57	0.069898
9	58	0.086840
9	61	0.391583
9	62	0.291046
9	63	0.016158
9	64	0.099624
9	65	0.030110
9	66	0.053130
9	68	0.080452
9	69	0.044334
9	70	0.142277
9	71	0.200263
9	72	0.023248
9	73	0.083537
9	74	0.191244
9	75	0.031305
9	76	0.068716
9	78	0.026515
9	79	0.068837
9	80	0.216026
9	169	0.032843
9	234	0.016481
9	611	0.022093
9	627	0.031100
9	638	0.029003
9	829	0.038749
10	12	0.257894
10	13	0.200621
10	14	0.050753
10	16	0.162049
10	17	0.131583
10	18	0.054946
10	21	0.238987
10	24	0.116020
10	25	0.369689
10	26	0.531212
10	27	0.045851
10	28	0.049354
10	29	0.029526
10	30	0.125271
10	31	0.083824
10	32	0.035049
10	33	0.514166
10	35	0.023412
10	36	0.063800
10	37	0.038410
10	38	0.030436
10	39	0.332939
10	40	0.029842
10	42	0.116001
10	43	0.526754
10	44	0.251232
10	45	0.015229
10	46	0.037780
10	47	0.038088
10	48	0.018405
10	52	0.053851
10	55	0.021368
10	59	0.042299
10	60	0.188987
10	67	0.103594
10	71	0.056996
10	72	0.096551
10	74	0.272585
10	76	0.069905
10	77	0.054157
10	78	0.073916
10	79	0.015697
10	80	0.021939
10	81	0.096214
10	113	0.020289
10	155	0.023226
10	205	0.017161
10	333	0.017533
10	517	0.020928
10	519	0.024283
10	547	0.025659
10	557	0.033090
10	562	0.016112
10	564	0.068292
10	571	0.040187
10	572	0.030551
10	633	0.018014
10	638	0.018335
10	705	0.018244
10	760	0.018738
10	794	0.028388
10	812	0.027113
10	819	0.019772
10	821	0.016033
11	13	0.201115
11	14	0.081881
11	16	0.114940
11	18	0.015399
11	20	0.039179
11	22	0.024674
11	23	0.142735
11	24	0.020284
11	25	0.067110
11	26	0.024227
11	29	1.081401
11	31	0.214446
11	32	0.114102
11	33	0.016447
11	35	0.050000
11	36	0.019086
11	37	0.032849
11	38	1.113709
11	39	0.046217
11	40	0.317890
11	42	0.197085
11	44	0.052409
11	45	1.163547
11	46	0.020480
11	47	0.401465
11	48	0.246279
11	50	1.038173
11	52	0.019143
11	56	1.046458
11	57	0.021540
11	58	0.167230
11	59	0.103456
11	61	0.223385
11	62	0.098634
11	65	0.018390
11	66	0.037539
11	67	0.097579
11	68	0.270112
11	70	0.039262
11	71	0.136739
11	72	0.485746
11	73	0.049888
11	74	0.070429
11	76	0.232025
11	77	0.035840
11	78	0.023336
11	79	0.018147
11	80	0.107432
12	13	0.050133
12	14	0.020724
12	16	0.101175
12	17	0.035061
12	18	0.015430
12	19	0.032374
12	21	0.045727
12	24	0.025795
12	25	0.083505
12	26	0.117237
12	27	0.037348
12	28	0.020440
12	30	0.057354
12	31	0.019680
12	32	0.017494
12	33	0.171927
12	34	0.058044
12	35	0.031077
12	36	0.018143
12	39	0.043784
12	41	0.040786
12	42	0.017862
12	43	0.249087
12	44	0.057314
12	46	0.034201
12	49	0.019186
12	54	0.025807
12	55	0.019138
12	60	0.345366
12	63	0.015948
12	64	0.023858
12	67	0.063769
12	73	0.017752
12	74	0.040982
12	75	0.060833
12	77	0.015495
12	78	0.057014
12	81	0.099324
12	101	0.024709
12	107	0.021166
12	113	0.021300
12	114	0.016009
12	138	0.045843
12	141	0.017716
12	145	0.043852
12	149	0.028510
12	155	0.017583
12	168	0.018347
12	169	0.016200
12	176	0.022257
12	178	0.019025
12	179	0.048718
12	184	0.029773
12	188	0.020843
12	194	0.047207
12	197	0.050059
12	200	0.056990
12	204	0.015422
12	205	0.051151
12	207	0.020469
12	209	0.029729
12	211	0.030605
12	221	0.027184
12	222	0.015826
12	226	0.033336
12	227	0.027077
12	230	0.036968
12	231	0.021598
12	242	0.026340
12	250	0.053935
12	251	0.017217
12	255	0.033638
12	261	0.055033
12	266	0.024660
12	274	0.016765
12	293	0.148114
12	300	0.024027
12	322	0.024516
12	328	0.032654
12	329	0.016208
12	330	0.025188
12	332	0.024598
12	333	0.112559
12	336	0.018866
12	340	0.016790
12	341	0.016015
12	347	0.018896
12	352	0.026719
12	355	0.027781
12	359	0.018687
12	361	0.028122
12	368	0.026086
12	369	0.015180
12	374	0.044026
12	380	0.028708
12	383	0.026176
12	387	0.023949
12	389	0.039330
12	393	0.027184
12	398	0.015463
12	399	0.034609
12	402	0.053157
12	403	0.027033
12	405	0.079430
12	406	0.036459
12	409	0.032671
12	441	0.015244
12	497	0.016343
12	510	0.024616
12	514	0.017243
12	517	0.020860
12	519	0.016614
12	522	0.023335
12	532	0.020660
12	540	0.015344
12	542	0.023923
12	554	0.111721
12	557	0.033032
12	558	0.017795
12	564	0.075658
12	565	0.017683
12	571	0.038130
12	572	0.041265
12	575	0.033171
12	576	0.018959
12	578	0.022842
12	582	0.042726
12	585	0.036366
12	593	0.030072
12	619	0.018753
12	621	0.034257
12	624	0.017014
12	626	0.020658
12	627	0.028355
12	629	0.025412
12	630	0.016134
12	633	0.021515
12	636	0.015191
12	638	0.033448
12	644	0.024596
12	647	0.022620
12	654	0.017681
12	658	0.037617
12	662	0.024304
12	669	0.022277
12	672	0.035166
12	674	0.031057
12	683	0.025700
12	706	0.021098
12	714	0.040904
12	725	0.046130
12	726	0.038657
12	730	0.019363
12	749	0.039762
12	754	0.018176
12	755	0.016275
12	760	0.016523
12	761	0.026521
12	762	0.047632
12	768	0.039834
12	769	0.025841
12	771	0.027215
12	780	0.044606
12	781	0.033874
12	783	0.059237
12	785	0.017839
12	787	0.021470
12	789	0.049849
12	791	0.019778
12	794	0.082804
12	796	0.025712
12	797	0.017411
12	801	0.047911
12	807	0.025344
12	810	0.020055
12	812	0.041777
12	816	0.062798
12	819	0.106584
12	821	0.018430
12	826	0.064514
12	828	0.017308
12	829	0.041107
13	14	0.186862
13	16	0.105021
13	17	0.034675
13	18	0.087144
13	20	0.028389
13	21	0.026052
13	22	0.061924
13	25	0.528204
13	26	0.270786
13	27	0.016700
13	28	0.113913
13	29	0.193175
13	30	0.090468
13	31	0.459254
13	32	0.250950
13	33	0.134847
13	35	0.076084
13	36	0.070082
13	37	0.016973
13	38	0.205696
13	39	0.108003
13	40	0.130114
13	42	0.205792
13	43	0.111157
13	44	0.105419
13	45	0.395898
13	46	0.033196
13	47	0.114081
13	48	0.284682
13	50	0.074015
13	52	0.052652
13	55	0.049410
13	56	0.033663
13	57	0.030050
13	58	0.026937
13	59	0.018187
13	60	0.064759
13	61	0.089180
13	62	0.034445
13	66	0.023822
13	67	0.112400
13	70	0.076528
13	71	0.044539
13	72	0.169767
13	73	0.263266
13	74	0.749152
13	76	0.174296
13	77	0.114539
13	78	0.038313
13	79	0.068317
13	80	0.558395
13	81	0.018976
13	142	0.016339
13	234	0.019850
13	571	0.032597
14	15	0.114095
14	16	0.150908
14	17	0.131703
14	18	0.032299
14	20	0.031063
14	22	0.041870
14	23	0.040626
14	24	0.033372
14	25	0.131770
14	26	0.028084
14	27	0.068127
14	28	0.072681
14	29	0.141899
14	30	0.019131
14	31	0.326950
14	32	0.265493
14	33	0.030501
14	35	0.028836
14	36	0.330954
14	37	0.187215
14	38	0.082442
14	39	0.141359
14	42	0.121391
14	43	0.046770
14	44	0.125305
14	45	0.074770
14	46	0.137607
14	47	0.087486
14	48	0.308495
14	50	0.217273
14	52	0.033031
14	53	0.021300
14	56	0.029642
14	57	0.087959
14	58	0.097334
14	59	0.204334
14	60	0.039451
14	61	0.068081
14	64	0.034690
14	65	0.051747
14	66	0.070744
14	67	0.040501
14	68	0.031858
14	69	0.054500
14	70	0.029948
14	71	0.229970
14	72	0.070075
14	73	0.184274
14	74	0.346514
14	77	0.032330
14	78	0.199580
14	79	0.065213
14	80	0.103017
14	134	0.019409
14	137	0.018648
14	157	0.020663
14	169	0.023462
14	178	0.016479
14	185	0.016868
14	189	0.016650
14	214	0.017968
14	219	0.016685
14	228	0.020214
14	234	0.050211
14	239	0.019668
14	241	0.022600
14	251	0.028579
14	252	0.017394
14	258	0.026376
14	260	0.053854
14	266	0.020380
14	268	0.021633
14	278	0.015801
14	288	0.015100
14	289	0.016686
14	290	0.034485
14	297	0.016506
14	305	0.017324
14	311	0.020138
14	314	0.024705
14	322	0.016632
14	323	0.028542
14	324	0.033674
14	328	0.015884
14	334	0.032647
14	337	0.019860
14	339	0.021336
14	340	0.026559
14	341	0.019135
14	343	0.051507
14	345	0.020192
14	346	0.098096
14	347	0.030203
14	348	0.017079
14	349	0.024825
14	357	0.020210
14	358	0.022232
14	360	0.018954
14	361	0.029539
14	366	0.017120
14	367	0.030063
14	368	0.054924
14	369	0.023841
14	370	0.024594
14	371	0.035173
14	374	0.061909
14	375	0.020274
14	377	0.018049
14	378	0.016361
14	380	0.021322
14	383	0.019256
14	385	0.038835
14	389	0.032643
14	391	0.031595
14	397	0.016916
14	398	0.033678
14	400	0.108978
14	401	0.021806
14	405	0.015207
14	407	0.026677
14	410	0.019154
14	412	0.025544
14	440	0.018419
14	444	0.024061
14	497	0.027271
14	527	0.018316
14	528	0.019684
14	534	0.025341
14	535	0.052322
14	547	0.046328
14	553	0.017603
14	565	0.018508
14	566	0.016112
14	571	0.111016
14	577	0.016885
14	591	0.032899
14	592	0.034320
14	601	0.015404
14	611	0.060491
14	617	0.023497
14	622	0.015553
14	627	0.021140
14	633	0.057903
14	638	0.047735
14	647	0.019977
14	649	0.085095
14	650	0.061485
14	667	0.028875
14	680	0.019050
14	709	0.035688
14	718	0.027700
14	720	0.018304
14	742	0.017452
14	749	0.015291
14	751	0.022391
14	752	0.032246
14	754	0.027508
14	766	0.029840
14	767	0.024528
14	769	0.018858
14	776	0.016779
14	777	0.016600
14	781	0.015778
14	784	0.025039
14	794	0.015764
14	797	0.029086
14	804	0.036802
14	806	0.077476
14	807	0.021254
14	812	0.019784
14	814	0.015709
14	818	0.023046
14	819	0.057723
14	820	0.043452
14	823	0.021834
14	825	0.018402
14	828	0.016926
14	829	0.046790
15	19	0.034198
15	20	0.688009
15	22	0.304455
15	23	0.130601
15	27	0.054580
15	28	0.040955
15	31	0.040722
15	32	0.085589
15	36	0.024450
15	37	0.062878
15	39	0.026912
15	44	0.021989
15	45	0.029911
15	46	0.060517
15	47	0.034235
15	48	0.071504
15	49	0.034016
15	50	0.144641
15	51	0.022189
15	52	0.053425
15	53	0.958018
15	55	0.055240
15	56	0.116814
15	57	0.786961
15	58	0.151175
15	59	0.015763
15	61	0.113398
15	62	0.074164
15	63	0.022645
15	64	0.023748
15	65	0.103961
15	66	0.483422
15	68	0.226942
15	69	1.025283
15	70	0.094276
15	71	0.199449
15	72	0.020754
15	73	0.223183
15	75	0.030417
15	78	0.047229
15	79	0.020437
15	80	0.072122
15	90	0.023208
15	113	0.021942
15	137	0.015841
15	139	0.020193
15	169	0.040051
15	234	0.025587
15	235	0.017641
15	314	0.017019
15	334	0.016051
15	346	0.017943
15	348	0.017065
15	349	0.017539
15	361	0.029022
15	365	0.020885
15	367	0.019454
15	374	0.048429
15	375	0.021677
15	390	0.015669
15	393	0.019866
15	395	0.020009
15	398	0.018165
15	400	0.036318
15	407	0.017873
15	571	0.015731
15	591	0.017151
15	601	0.048936
15	611	0.040999
15	627	0.021153
15	638	0.058754
15	639	0.021488
15	742	0.018044
15	754	0.015513
15	803	0.017068
15	806	0.024761
15	820	0.015217
15	827	0.015199
15	828	0.028891
15	829	0.026030
16	17	0.124547
16	18	0.035570
16	21	0.017087
16	24	0.334030
16	25	0.092423
16	26	0.046363
16	27	0.049215
16	29	0.177586
16	30	0.161908
16	31	0.109174
16	32	0.088844
16	33	0.138433
16	35	0.283407
16	36	0.040253
16	37	0.131893
16	38	0.062943
16	39	0.046476
16	40	0.018282
16	42	0.310914
16	43	0.210424
16	44	0.065052
16	45	0.120091
16	46	0.044962
16	47	0.016765
16	48	0.133592
16	50	0.092023
16	59	0.184306
16	60	0.073469
16	67	0.201146
16	71	0.045699
16	72	0.041449
16	73	0.039463
16	74	0.111606
16	76	0.043141
16	77	0.130296
16	78	0.112008
16	79	0.043241
16	81	0.128742
16	140	0.034046
16	141	0.015123
16	178	0.016504
16	185	0.027706
16	197	0.029218
16	200	0.019331
16	202	0.016275
16	205	0.049464
16	211	0.015869
16	250	0.030772
16	361	0.019329
16	374	0.022639
16	398	0.018561
16	405	0.020478
16	406	0.020172
16	497	0.021603
16	517	0.017505
16	519	0.033709
16	547	0.039980
16	571	0.043847
16	585	0.022339
16	616	0.019123
16	636	0.021320
16	706	0.017924
16	717	0.022112
16	730	0.016705
16	781	0.029923
16	785	0.022026
16	794	0.022505
16	819	0.035606
16	828	0.016579
16	829	0.049798
17	18	0.026110
17	21	0.015348
17	24	0.368280
17	25	0.236221
17	26	0.030006
17	27	0.133733
17	28	0.047605
17	30	0.048233
17	31	0.041909
17	32	0.039468
17	33	0.121533
17	35	0.023224
17	36	0.088127
17	37	0.138083
17	39	0.075152
17	40	0.015119
17	42	0.094458
17	43	0.085542
17	44	0.076943
17	46	0.025106
17	50	0.019261
17	59	0.322410
17	60	0.082438
17	67	0.102142
17	71	0.043296
17	72	0.101202
17	73	0.048561
17	74	0.155797
17	76	0.039447
17	77	0.032750
17	78	0.068772
17	79	0.021119
17	81	0.152028
17	114	0.016276
17	155	0.016019
17	179	0.018704
17	185	0.031306
17	190	0.019313
17	200	0.041659
17	323	0.016549
17	334	0.029148
17	361	0.016524
17	374	0.016054
17	398	0.017251
17	405	0.026808
17	409	0.015294
17	515	0.036158
17	519	0.048424
17	521	0.023944
17	526	0.016849
17	547	0.055034
17	564	0.034556
17	570	0.022891
17	571	0.022018
17	584	0.018803
17	585	0.020742
17	587	0.022200
17	603	0.025648
17	605	0.018471
17	610	0.020526
17	611	0.042227
17	622	0.017505
17	624	0.019097
17	627	0.018670
17	630	0.026665
17	632	0.030059
17	636	0.033704
17	638	0.037795
17	640	0.029526
17	641	0.022929
17	647	0.027129
17	649	0.028818
17	650	0.018598
17	669	0.020174
17	705	0.015158
17	720	0.030131
17	749	0.016552
17	753	0.023316
17	754	0.032567
17	770	0.020532
17	812	0.017545
17	819	0.020821
17	829	0.016635
18	19	0.016083
18	20	0.029325
18	21	0.386554
18	23	0.015506
18	25	0.022733
18	26	0.063806
18	27	0.042566
18	28	0.020788
18	31	0.017138
18	32	0.089335
18	33	0.121639
18	34	0.147175
18	35	0.130496
18	36	0.025050
18	37	0.018115
18	38	0.026866
18	39	0.040816
18	40	0.035821
18	41	0.028849
18	42	0.043469
18	43	0.038827
18	44	0.071053
18	45	0.050519
18	46	0.018022
18	47	0.015648
18	48	0.107760
18	49	0.035790
18	50	0.017272
18	51	0.028537
18	52	0.254799
18	54	0.026985
18	55	0.297258
18	60	0.017716
18	62	0.141881
18	64	0.084935
18	67	0.016583
18	68	0.018966
18	71	0.044423
18	74	0.037423
18	76	0.033284
18	79	0.433026
18	168	0.031221
18	245	0.020955
18	325	0.144028
18	334	0.020624
18	382	0.016264
18	444	0.022125
18	516	0.057164
